Domain ID,Annotation,Matched Members,Matched Count,Raw Enrichment P-value,Raw Enrichment Q-value,Raw Depletion P-value,Raw Depletion Q-value,Domain Enrichment P-value,Domain Enrichment Q-value,Domain Depletion P-value,Domain Depletion Q-value
9,protein folding in endoplasmic reticulum,EMC1;EMC2;EMC3;EMC4;EMC5;EMC6;ERO1;ERV2;HSP104;OSM1;ROT1;SCJ1,12,0.001,0.2096756756756757,0.802,0.9583052714398111,0.001,1.0,1.0,1.0
63,disaccharide metabolic process,CDC28;ELM1;HSP104;NTH1;NTH2;PGM1;TPS1;TPS2;TPS3;TSL1;UGP1,11,0.014,1.0,0.807,0.9583052714398111,0.049,1.0,1.0,1.0
47,positive regulation of intracellular protein transport,CLA4;FUS3;POR1;SAR1;SKY1,5,0.013,1.0,0.9,0.9583052714398111,0.013,1.0,1.0,1.0
-1,tRNA 5'-leader removal,,0,0.001,0.43100000000000005,0.887,0.9583052714398111,1.0,1.0,1.0,1.0
-1,monosaccharide catabolic process,,0,0.062,1.0,0.811,0.9583052714398111,1.0,1.0,1.0,1.0
-1,positive regulation of DNA metabolic process,,0,0.01,0.96975,0.635,0.9583052714398111,1.0,1.0,1.0,1.0
-1,porphyrin-containing compound metabolic process,,0,1.0,1.0,0.865,0.9583052714398111,1.0,1.0,1.0,1.0
-1,mitochondrial tRNA processing,,0,0.007,1.0,0.87,0.9583052714398111,1.0,1.0,1.0,1.0
66,protein localization to chromatin,CDC28;CSE4;RAP1;SGF73;TFC3,5,0.034,1.0,0.905,0.9583052714398111,0.034,1.0,1.0,1.0
-1,isoleucine biosynthetic process,,0,0.001,0.09946153846153846,0.82,0.9583052714398111,1.0,1.0,1.0,1.0
-1,transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery,,0,0.001,0.07183333333333333,0.7,0.9583052714398111,1.0,1.0,1.0,1.0
-1,sno(s)RNA transcription,,0,0.004,1.0,0.908,0.9583052714398111,1.0,1.0,1.0,1.0
29,U4 snRNA 3'-end processing,LRP1;MTR3;MTR4;PAP2;RRP4;RRP40;RRP42;RRP43;RRP45;RRP46;RRP6;SKI6;TRF5,13,0.001,0.03402631578947368,0.783,0.9583052714398111,0.001,0.03402631578947368,0.99,1.0
27,"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BMS1;BUD21;CDC4;DBP8;DIP2;EMG1;ESF2;FCF1;FCF2;LOC1;MPP10;MRD1;NOC4;NOP14;NOP58;NOP9;PNO1;PWP2;RCL1;ROK1;RRP5;RRP9;SAS10;TOM1;UTP10;UTP11;UTP13;UTP14;UTP18;UTP20;UTP23;UTP6;UTP7,33,0.001,0.03402631578947368,0.567,0.9583052714398111,0.001,0.21550000000000002,1.0,1.0
-1,double-strand break repair via break-induced replication,,0,0.01,1.0,0.674,0.9583052714398111,1.0,1.0,1.0,1.0
29,tRNA catabolic process,AIR1;AIR2;CSL4;DIS3;MET22;MTR3;MTR4;PAP2;RRP4;RRP40;RRP42;RRP43;RRP45;RRP46;RRP6;SKI6;TRF5;XRN1,18,0.001,0.03402631578947368,0.725,0.9583052714398111,0.001,0.03402631578947368,0.988,1.0
-1,budding cell apical bud growth,,0,1.0,1.0,0.765,0.9583052714398111,1.0,1.0,1.0,1.0
48,positive regulation of metaphase/anaphase transition of cell cycle,APC11;APC5;CDC16;CDC23;CDH1;FIN1;MND2,7,0.001,0.10775000000000001,0.863,0.9583052714398111,0.001,0.10775000000000001,1.0,1.0
57,IMP metabolic process,ADE12;ADE13;ADE16;ADE17;ADE2;ADE4;ADE57;ADE6;ADE8;AMD1;HPT1;XPT1,12,0.006,0.4701818181818182,0.805,0.9583052714398111,0.012,0.4701818181818182,1.0,1.0
-1,RNA import into nucleus,,0,0.001,0.039181818181818186,0.913,0.9583052714398111,1.0,1.0,1.0,1.0
-1,maintenance of DNA repeat elements,,0,0.005,0.5324117647058824,0.671,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of phosphorylation,,0,0.009,0.7640454545454545,0.661,0.9583052714398111,1.0,1.0,1.0,1.0
63,trehalose biosynthetic process,PGM1;TPS1;TPS2;TPS3;TSL1;UGP1,6,0.032,1.0,0.892,0.9583052714398111,0.032,1.0,1.0,1.0
57,positive regulation of phospholipid biosynthetic process,ARF3;CSR1;PHO85;UPS1;VAC7;YEL1,6,0.01,0.43100000000000005,0.897,0.9583052714398111,0.01,0.43100000000000005,1.0,1.0
-1,formation of translation preinitiation complex,,0,0.007,1.0,0.747,0.9583052714398111,1.0,1.0,1.0,1.0
11,mitochondrial ATP synthesis coupled electron transport,COX1;COX13;COX2;COX4;COX5A;COX5B;COX6;COX7;COX8;COX9;CYC1;CYT1;MTC3;NDI1;QCR10;QCR2;QCR6;QCR7;QCR8;QCR9;RIP1;SDH1;SDH4;SDH5;SDH9;TAZ1,26,0.001,0.07605882352941176,0.605,0.9583052714398111,0.001,0.07605882352941176,1.0,1.0
-1,histidine biosynthetic process,,0,0.028,0.9051,0.898,0.9583052714398111,1.0,1.0,1.0,1.0
-1,establishment of protein-containing complex localization to telomere,,0,1.0,1.0,0.914,0.9583052714398111,1.0,1.0,1.0,1.0
-1,"regulation of vacuole fusion, non-autophagic",,0,0.006,0.44446874999999997,0.86,0.9583052714398111,1.0,1.0,1.0,1.0
-1,mitochondrion inheritance,,0,0.001,0.07183333333333333,0.755,0.9583052714398111,1.0,1.0,1.0,1.0
-1,cellular response to salt,,0,0.005,0.8004285714285714,0.879,0.9583052714398111,1.0,1.0,1.0,1.0
15,regulation of nucleotide-excision repair,CDC73;CTR9;IXR1;LEO1;PAF1;RTF1;SPT4;SPT5,8,0.001,0.07605882352941176,0.871,0.9583052714398111,0.001,0.07605882352941176,1.0,1.0
-1,positive regulation of autophagosome assembly,,0,0.005,0.32325,0.852,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of cell cycle G2/M phase transition,,0,0.002,0.36942857142857144,0.774,0.9583052714398111,1.0,1.0,1.0,1.0
-1,mitochondrial transmembrane transport,,0,0.001,0.4083157894736842,0.656,0.9583052714398111,1.0,1.0,1.0,1.0
-1,termination of RNA polymerase II transcription,,0,0.001,0.11754545454545455,0.635,0.9583052714398111,1.0,1.0,1.0,1.0
-1,purine ribonucleoside monophosphate metabolic process,,0,0.009,0.6299230769230769,0.681,0.9583052714398111,1.0,1.0,1.0,1.0
-1,negative regulation of binding,,0,1.0,1.0,0.91,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of DNA-templated DNA replication,,0,0.001,0.2586,0.444,0.9583052714398111,1.0,1.0,1.0,1.0
29,U5 snRNA 3'-end processing,LRP1;MTR4;REX3;RRP42;RRP43;RRP45;RRP6;SKI6,8,0.001,0.03402631578947368,0.851,0.9583052714398111,0.001,0.03402631578947368,0.993,1.0
-1,thioester metabolic process,,0,0.006,0.4083157894736842,0.721,0.9583052714398111,1.0,1.0,1.0,1.0
-1,microtubule nucleation,,0,0.002,0.6896,0.874,0.9583052714398111,1.0,1.0,1.0,1.0
-1,thioester biosynthetic process,,0,0.003,0.7640454545454545,0.86,0.9583052714398111,1.0,1.0,1.0,1.0
19,sodium ion transmembrane transport,ENA1;NHA1;NHX1;PHO89;VNX1;YVC1,6,0.001,0.10775000000000001,0.89,0.9583052714398111,0.001,0.10775000000000001,1.0,1.0
-1,stress granule assembly,,0,0.001,0.8620000000000001,0.83,0.9583052714398111,1.0,1.0,1.0,1.0
-1,glucose mediated signaling pathway,,0,0.001,0.43100000000000005,0.887,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of protein depolymerization,,0,0.004,0.6465,0.812,0.9583052714398111,1.0,1.0,1.0,1.0
-1,synaptonemal complex organization,,0,0.011,0.9293437499999999,0.877,0.9583052714398111,1.0,1.0,1.0,1.0
40,malate metabolic process,FUM1;MAE1;MDH1;MDH2;MDH3,5,0.032,1.0,0.91,0.9583052714398111,0.032,1.0,0.997,1.0
-1,protein localization to cell periphery,,0,0.008,1.0,0.597,0.9583052714398111,1.0,1.0,1.0,1.0
-1,GPI anchor biosynthetic process,,0,0.009,0.484875,0.726,0.9583052714398111,1.0,1.0,1.0,1.0
-1,glycolipid biosynthetic process,,0,0.009,0.5277551020408163,0.701,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of cellular response to amino acid starvation,,0,0.001,0.43100000000000005,0.857,0.9583052714398111,1.0,1.0,1.0,1.0
-1,'de novo' protein folding,,0,0.001,0.039181818181818186,0.616,0.9583052714398111,1.0,1.0,1.0,1.0
-1,actomyosin contractile ring organization,,0,0.009,0.7978085106382979,0.606,0.9583052714398111,1.0,1.0,1.0,1.0
40,glutamate biosynthetic process,GDH1;GDH3;GLT1;IDH1;IDH2;IDP1;MEU1;PUT2,8,0.005,0.6465,0.868,0.9583052714398111,0.005,0.6465,1.0,1.0
-1,signal transduction involved in positive regulation of conjugation with cellular fusion,,0,0.011,1.0,0.668,0.9583052714398111,1.0,1.0,1.0,1.0
-1,dicarboxylic acid biosynthetic process,,0,0.007,0.6962307692307692,0.725,0.9583052714398111,1.0,1.0,1.0,1.0
-1,vesicle docking,,0,0.001,0.18471428571428572,0.647,0.9583052714398111,1.0,1.0,1.0,1.0
8,regulation of endoplasmic reticulum unfolded protein response,ISW1;KIN1;KIN2;PMT1;PMT2;PMT4;PTC2;SKN7;YAP1;YPT1,10,0.002,0.0862,0.819,0.9583052714398111,0.002,0.0862,0.991,1.0
-1,"retrograde transport, endosome to Golgi",,0,0.007,0.8228181818181818,0.488,0.9583052714398111,1.0,1.0,1.0,1.0
-1,acetyl-CoA biosynthetic process,,0,0.003,0.7640454545454545,0.887,0.9583052714398111,1.0,1.0,1.0,1.0
51,exocytic process,BOI1;BOI2;BUD6;CDS1;EXO70;EXO84;MSO1;MYO2;PEP3;PEP5;PEP7;RCY1;SEC1;SEC10;SEC15;SEC2;SEC3;SEC4;SEC5;SEC6;SEC8,21,0.009,1.0,0.655,0.9583052714398111,0.009,1.0,0.999,1.0
-1,regulation of mRNA processing,,0,0.01,1.0,0.848,0.96511004784689,1.0,1.0,1.0,1.0
-1,secondary alcohol metabolic process,,0,0.001,0.044586206896551725,0.523,0.9583052714398111,1.0,1.0,1.0,1.0
-1,intralumenal vesicle formation,,0,1.0,1.0,0.888,0.9583052714398111,1.0,1.0,1.0,1.0
-1,pantothenate biosynthetic process,,0,0.004,1.0,0.908,0.9583052714398111,1.0,1.0,1.0,1.0
-1,NADP metabolic process,,0,0.008,0.7956923076923077,0.72,0.9583052714398111,1.0,1.0,1.0,1.0
8,regulation of response to endoplasmic reticulum stress,GAS1;ISW1;KIN1;KIN2;PMT1;PMT2;PMT4;PTC2;SKN7;YAP1;YPT1,11,0.003,0.12512903225806452,0.804,0.9583052714398111,0.003,0.12512903225806452,0.989,1.0
15,regulation of transcription-coupled nucleotide-excision repair,CDC73;CTR9;LEO1;PAF1;RTF1;SPT4;SPT5,7,0.001,0.07605882352941176,0.882,0.9583052714398111,0.001,0.07605882352941176,1.0,1.0
-1,regulation of cell size,,0,0.012,0.7688108108108108,0.628,0.959355294117647,1.0,1.0,1.0,1.0
14,proteasome regulatory particle assembly,HSM3;NAS2;NAS6;RPN14;RPT1;RPT2;RPT3;RPT4;RPT5;RPT6,10,0.001,0.06805263157894736,0.834,0.9583052714398111,0.001,0.06805263157894736,1.0,1.0
-1,ornithine metabolic process,,0,0.004,0.7542500000000001,0.898,0.9583052714398111,1.0,1.0,1.0,1.0
-1,response to inorganic substance,,0,0.028,0.7978085106382979,0.516,0.9583052714398111,1.0,1.0,1.0,1.0
27,"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",BMS1;CDC4;DBP8;DIP2;EMG1;ESF2;FCF1;FCF2;LCP5;LOC1;MPP10;MRD1;NOC4;NOP14;NOP58;NOP9;PWP2;RCL1;ROK1;RRP5;RRP9;SAS10;TOM1;UTP10;UTP11;UTP13;UTP14;UTP18;UTP20;UTP23;UTP6;UTP7,32,0.001,0.03402631578947368,0.569,0.9583052714398111,0.001,0.21550000000000002,1.0,1.0
-1,GPI anchor metabolic process,,0,0.009,0.484875,0.726,0.9583052714398111,1.0,1.0,1.0,1.0
-1,protein deneddylation,,0,0.003,1.0,0.889,0.9583052714398111,1.0,1.0,1.0,1.0
-1,telomere maintenance via recombination,,0,0.001,0.96975,0.638,0.9583052714398111,1.0,1.0,1.0,1.0
-1,mitochondrial tRNA 5'-end processing,,0,1.0,1.0,0.912,0.9583052714398111,1.0,1.0,1.0,1.0
-1,"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)",,0,0.001,0.03402631578947368,0.499,0.9583052714398111,1.0,1.0,1.0,1.0
-1,"tRNA splicing, via endonucleolytic cleavage and ligation",,0,1.0,1.0,0.898,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of actin filament organization,,0,0.001,0.07183333333333333,0.536,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of protein catabolic process,,0,0.001,0.06805263157894736,0.761,0.9583052714398111,1.0,1.0,1.0,1.0
-1,phospholipid dephosphorylation,,0,0.005,0.6465,0.825,0.9583052714398111,1.0,1.0,1.0,1.0
-1,metaphase/anaphase transition of mitotic cell cycle,,0,0.002,0.18471428571428572,0.538,0.9583052714398111,1.0,1.0,1.0,1.0
36,transcription open complex formation at RNA polymerase II promoter,ROX3;SRB5;SSL2;SUA7;TFA1,5,0.001,0.21550000000000002,0.915,0.9583052714398111,0.001,0.21550000000000002,1.0,1.0
34,ribonucleoside diphosphate metabolic process,ADK1;ADK2;CDC19;EMI2;ENO1;ENO2;FBA1;GLK1;GPM1;GPM2;HXK1;HXK2;PDA1;PDB1;PFK1;PFK2;PFK27;PGI1;PGK1;PYK2;TDH1;TDH2;TDH3;TPI1;URA6,25,0.001,0.039181818181818186,0.636,0.9583052714398111,0.001,0.039181818181818186,1.0,1.0
-1,coenzyme A biosynthetic process,,0,1.0,1.0,0.901,0.9583052714398111,1.0,1.0,1.0,1.0
-1,negative regulation of protein-containing complex disassembly,,0,0.006,0.7052727272727273,0.764,0.9583052714398111,1.0,1.0,1.0,1.0
-1,negative regulation of gluconeogenesis,,0,1.0,1.0,0.868,0.9583052714398111,1.0,1.0,1.0,1.0
47,protein insertion into mitochondrial outer membrane,DJP1;MDM10;MMM1;SAM35;SAM37;SAM50;TOM22,7,0.007,1.0,0.873,0.9583052714398111,0.024,1.0,1.0,1.0
20,generation of catalytic spliceosome for first transesterification step,CWC24;IST3;PRP19;PRP2;SNU114;SPP381;SPP382;SYF1;YJU2,9,0.001,0.18471428571428572,0.855,0.9583052714398111,0.001,0.18471428571428572,0.985,1.0
-1,negative regulation of protein depolymerization,,0,0.003,0.6465,0.828,0.9583052714398111,1.0,1.0,1.0,1.0
-1,carbon catabolite activation of transcription,,0,0.001,0.21550000000000002,0.754,0.9583052714398111,1.0,1.0,1.0,1.0
-1,cytogamy,,0,0.002,1.0,0.878,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of actomyosin structure organization,,0,0.006,0.7688108108108108,0.836,0.9583052714398111,1.0,1.0,1.0,1.0
43,cytoskeleton-dependent intracellular transport,AIM21;BIM1;CIK1;DYN1;DYN2;DYN3;GPA1;KAR3;KAR9;KIP2;MPS3;MYO2;MYO3;MYO4;MYO5;NIP100;NUM1;PAC1;TUB1;TUB3,20,0.048,1.0,0.694,0.9583052714398111,0.048,1.0,1.0,1.0
-1,positive regulation of TOR signaling,,0,0.001,0.14366666666666666,0.848,0.9583052714398111,1.0,1.0,1.0,1.0
-1,homologous chromosome segregation,,0,0.016,1.0,0.704,0.9583052714398111,1.0,1.0,1.0,1.0
-1,rRNA transcription,,0,0.001,0.07605882352941176,0.457,0.9583052714398111,1.0,1.0,1.0,1.0
-1,nucleotide-sugar metabolic process,,0,0.004,1.0,0.838,0.9583052714398111,1.0,1.0,1.0,1.0
-1,protein processing,,0,0.001,0.044586206896551725,0.566,0.9583052714398111,1.0,1.0,1.0,1.0
-1,mannose transmembrane transport,,0,0.002,1.0,0.916,0.9583052714398111,1.0,1.0,1.0,1.0
43,positive regulation of Arp2/3 complex-mediated actin nucleation,ABP1;ARC40;LAS17;MYO3;MYO5;PAN1;VRP1,7,0.026,1.0,0.887,0.9583052714398111,0.026,1.0,0.999,1.0
-1,attachment of spindle microtubules to kinetochore,,0,0.011,1.0,0.584,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of invasive growth in response to glucose limitation,,0,0.001,0.2586,0.823,0.9583052714398111,1.0,1.0,1.0,1.0
-1,nuclear polyadenylation-dependent mRNA catabolic process,,0,0.001,0.03402631578947368,0.849,0.9583052714398111,1.0,1.0,1.0,1.0
53,re-entry into mitotic cell cycle after pheromone arrest,EFG1;FAR10;FAR11;FAR3;FAR7;FAR8;VPS64,7,0.009,1.0,0.889,0.9583052714398111,0.009,1.0,0.991,1.0
-1,positive regulation of RNA polymerase II transcription preinitiation complex assembly,,0,0.001,0.06805263157894736,0.821,0.9583052714398111,1.0,1.0,1.0,1.0
-1,positive regulation of endocytosis,,0,0.022,0.7688108108108108,0.766,0.9583052714398111,1.0,1.0,1.0,1.0
-1,mating type switching,,0,0.004,0.8620000000000001,0.744,0.9583052714398111,1.0,1.0,1.0,1.0
-1,poly(A)+ mRNA export from nucleus,,0,0.001,0.07183333333333333,0.529,0.9583052714398111,1.0,1.0,1.0,1.0
-1,pyrimidine ribonucleotide biosynthetic process,,0,0.005,0.6465000000000001,0.8,0.9583052714398111,1.0,1.0,1.0,1.0
-1,translation reinitiation,,0,0.002,0.7758,0.91,0.9583052714398111,1.0,1.0,1.0,1.0
45,deadenylation-independent decapping of nuclear-transcribed mRNA,CDC36;DCP1;DCP2;EDC1;EDC3;MOT2;NOT5;RAI1,8,0.001,0.14366666666666666,0.865,0.9583052714398111,0.001,0.14366666666666666,1.0,1.0
-1,pyridine-containing compound biosynthetic process,,0,0.009,0.8004285714285714,0.727,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of proteasomal protein catabolic process,,0,0.001,0.06805263157894736,0.821,0.9583052714398111,1.0,1.0,1.0,1.0
18,cellular response to oxygen radical,CCS1;CUP1-1;CUP1-2;MRP1;RSM26;SOD1;SOD2;TRR1;TRR2,9,0.004,1.0,0.839,0.9583052714398111,0.004,1.0,1.0,1.0
-1,regulation of cytoplasmic translation,,0,0.003,0.7758,0.79,0.9583052714398111,1.0,1.0,1.0,1.0
-1,attachment of mitotic spindle microtubules to kinetochore,,0,0.005,1.0,0.875,0.9583052714398111,1.0,1.0,1.0,1.0
-1,cellular oxidant detoxification,,0,0.024,1.0,0.629,0.9583052714398111,1.0,1.0,1.0,1.0
-1,glycerol metabolic process,,0,0.007,0.36204000000000003,0.819,0.9583052714398111,1.0,1.0,1.0,1.0
-1,positive regulation of protein phosphorylation,,0,0.111,1.0,0.856,0.9583052714398111,1.0,1.0,1.0,1.0
25,maintenance of protein localization in organelle,EMP24;EPS1;ERD2;ERP1;ERP2;ERP3;ERP4;PTP2;RER1;SDS22;WTM1,11,0.001,0.10775000000000001,0.805,0.9583052714398111,0.001,0.10775000000000001,1.0,1.0
48,positive regulation of mitotic cell cycle,APC11;APC5;CCR4;CDC16;CDC23;CDC25;CDC28;CDC55;CDH1;CLN1;CYS4;DBF4;FIN1;FKH1;FKH2;GID8;GLC7;IGO1;IGO2;LTE1;MIH1;MND2;NUD1;RIM15;SDA1;WHI3;WHI5;XRN1;ZDS1;ZDS2,30,0.001,0.10775000000000001,0.571,0.9583052714398111,0.001,0.10775000000000001,1.0,1.0
-1,negative regulation of meiotic nuclear division,,0,0.005,0.7640454545454545,0.838,0.9583052714398111,1.0,1.0,1.0,1.0
-1,ncRNA export from nucleus,,0,0.001,0.07183333333333333,0.532,0.9583052714398111,1.0,1.0,1.0,1.0
57,positive regulation of phosphorus metabolic process,ARF3;ASC1;ATG11;CDC11;CDC12;CLB2;CSR1;DBF4;IGO1;IGO2;MOB1;MOB2;PHO2;PHO4;PHO85;RPP1B;STE5;UPS1;VAC14;VAC7;YEL1,21,0.03,0.8432608695652173,0.721,0.9583052714398111,0.03,0.8432608695652173,1.0,1.0
-1,positive regulation of protein-containing complex assembly,,0,0.001,0.06805263157894736,0.527,0.9583052714398111,1.0,1.0,1.0,1.0
-1,protein stabilization,,0,0.006,0.5324117647058824,0.755,0.9583052714398111,1.0,1.0,1.0,1.0
-1,purine nucleobase biosynthetic process,,0,0.005,0.6465000000000001,0.817,0.9583052714398111,1.0,1.0,1.0,1.0
-1,oligosaccharide catabolic process,,0,0.006,1.0,0.885,0.9583052714398111,1.0,1.0,1.0,1.0
-1,positive regulation of cell growth,,0,0.005,0.7640454545454545,0.846,0.9583052714398111,1.0,1.0,1.0,1.0
-1,response to antibiotic,,0,1.0,1.0,0.91,0.9583052714398111,1.0,1.0,1.0,1.0
-1,fructose transmembrane transport,,0,0.004,0.3373043478260869,0.883,0.9583052714398111,1.0,1.0,1.0,1.0
63,ubiquitin-dependent endocytosis,ALY2;ART10;ART5;BUL1;ECM21;LDB19;ROD1;ROG3,8,0.048,1.0,0.873,0.9583052714398111,0.048,1.0,1.0,1.0
-1,nucleotide-sugar biosynthetic process,,0,0.002,1.0,0.878,0.9583052714398111,1.0,1.0,1.0,1.0
44,mRNA polyadenylation,CFT1;CFT2;CLP1;FIR1;NAB2;PAP1;PCF11;PFS2;PTA1;SSU72;YSH1,11,0.001,0.11754545454545455,0.811,0.9583052714398111,0.001,0.11754545454545455,1.0,1.0
-1,positive regulation of actin filament bundle assembly,,0,0.005,1.0,0.916,0.959355294117647,1.0,1.0,1.0,1.0
-1,negative regulation of programmed cell death,,0,0.001,0.04973076923076923,0.886,0.9583052714398111,1.0,1.0,1.0,1.0
-1,leading strand elongation,,0,0.006,0.8166315789473684,0.785,0.9583052714398111,1.0,1.0,1.0,1.0
-1,isoprenoid metabolic process,,0,0.001,0.044586206896551725,0.807,0.9583052714398111,1.0,1.0,1.0,1.0
-1,programmed cell death,,0,0.001,0.04973076923076923,0.595,0.9583052714398111,1.0,1.0,1.0,1.0
-1,adenine nucleotide transport,,0,0.185,1.0,0.708,0.9583052714398111,1.0,1.0,1.0,1.0
29,nuclear mRNA surveillance of mRNA 3'-end processing,AIR1;AIR2;MPP6;MTR4;PAP2,5,0.001,1.0,0.922,0.9583052714398111,0.001,1.0,0.999,1.0
-1,TOR signaling,,0,0.018,1.0,0.49,0.9583052714398111,1.0,1.0,1.0,1.0
-1,protein localization to Golgi apparatus,,0,0.003,0.96975,0.737,0.9583052714398111,1.0,1.0,1.0,1.0
-1,glucan biosynthetic process,,0,0.001,0.053875000000000006,0.531,0.9583052714398111,1.0,1.0,1.0,1.0
-1,antisense RNA metabolic process,,0,0.012,1.0,0.813,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of carbohydrate biosynthetic process,,0,0.001,0.053875000000000006,0.668,0.9583052714398111,1.0,1.0,1.0,1.0
-1,negative regulation of DNA recombination,,0,0.001,0.7640454545454545,0.869,0.9583052714398111,1.0,1.0,1.0,1.0
34,nucleoside diphosphate catabolic process,CDC19;EMI2;ENO1;ENO2;FBA1;GDA1;GLK1;GPM1;GPM2;HXK1;HXK2;PDA1;PDB1;PFK1;PFK2;PFK27;PGI1;PGK1;PYK2;TDH1;TDH2;TDH3;TPI1,23,0.001,0.039181818181818186,0.657,0.9583052714398111,0.001,0.039181818181818186,0.985,1.0
-1,establishment of chromosome localization,,0,0.012,1.0,0.552,0.9583052714398111,1.0,1.0,1.0,1.0
-1,positive regulation of transcription elongation by RNA polymerase I,,0,0.001,0.07605882352941176,0.837,0.9583052714398111,1.0,1.0,1.0,1.0
-1,tRNA methylation,,0,0.008,1.0,0.726,0.9583052714398111,1.0,1.0,1.0,1.0
-1,"vacuole fusion, non-autophagic",,0,0.001,0.10775000000000001,0.51,0.9583052714398111,1.0,1.0,1.0,1.0
-1,peptidyl-serine phosphorylation,,0,1.0,1.0,0.917,0.9583052714398111,1.0,1.0,1.0,1.0
49,tRNA 5'-end processing,GEP5;PET130;POP1;POP4;POP5;POP7;PSP2;RPM2;RRG1;RRG8;THG1,11,0.001,0.43100000000000005,0.806,0.9583052714398111,0.001,0.43100000000000005,1.0,1.0
-1,primary alcohol metabolic process,,0,0.007,0.7956923076923077,0.762,0.9583052714398111,1.0,1.0,1.0,1.0
-1,tRNA threonylcarbamoyladenosine metabolic process,,0,0.003,1.0,0.851,0.9583052714398111,1.0,1.0,1.0,1.0
-1,establishment or maintenance of cytoskeleton polarity,,0,1.0,1.0,0.805,0.9583052714398111,1.0,1.0,1.0,1.0
-1,erythrose 4-phosphate/phosphoenolpyruvate family amino acid catabolic process,,0,0.029,0.9145609756097561,0.91,0.9583052714398111,1.0,1.0,1.0,1.0
-1,positive regulation of chromosome segregation,,0,0.018,1.0,0.774,0.9583052714398111,1.0,1.0,1.0,1.0
-1,positive regulation of transcription by galactose,,0,0.001,0.21550000000000002,0.923,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of glutamine family amino acid metabolic process,,0,0.003,0.8620000000000001,0.892,0.9583052714398111,1.0,1.0,1.0,1.0
-1,benzene-containing compound metabolic process,,0,1.0,1.0,0.892,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of G1 to G0 transition,,0,0.001,0.96975,0.858,0.9583052714398111,1.0,1.0,1.0,1.0
-1,arginine biosynthetic process,,0,1.0,1.0,0.867,0.9583052714398111,1.0,1.0,1.0,1.0
-1,spliceosomal snRNP assembly,,0,0.001,0.18471428571428572,0.757,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of protein autoubiquitination,,0,0.001,0.43100000000000005,0.885,0.9583052714398111,1.0,1.0,1.0,1.0
-1,glutamine metabolic process,,0,0.022,1.0,0.763,0.9583052714398111,1.0,1.0,1.0,1.0
-1,lactate metabolic process,,0,0.058,1.0,0.916,0.9583052714398111,1.0,1.0,1.0,1.0
-1,fungal-type cell wall chitin biosynthetic process,,0,0.001,0.04973076923076923,0.824,0.9583052714398111,1.0,1.0,1.0,1.0
53,re-entry into mitotic cell cycle,EFG1;FAR10;FAR11;FAR3;FAR7;FAR8;VPS64,7,0.009,1.0,0.889,0.9583052714398111,0.009,1.0,0.991,1.0
11,mitochondrial proton-transporting ATP synthase complex assembly,ATP10;ATP11;ATP12;ATP14;ATP18;ATP25;FMC1;OXA1,8,0.007,0.45255,0.864,0.9583052714398111,0.007,0.45255,1.0,1.0
-1,negative regulation of autophagy,,0,0.001,0.053875000000000006,0.768,0.9583052714398111,1.0,1.0,1.0,1.0
-1,nucleolus organization,,0,0.016,0.8514878048780488,0.549,0.9583052714398111,1.0,1.0,1.0,1.0
-1,osmosensory signaling MAPK cascade,,0,1.0,1.0,0.882,0.9583052714398111,1.0,1.0,1.0,1.0
-1,negative regulation of phosphorylation,,0,0.004,0.7640454545454545,0.9,0.9583052714398111,1.0,1.0,1.0,1.0
37,folic acid metabolic process,DFR1;FOL2;MIS1;SHM1;SHM2,5,0.022,1.0,0.909,0.9583052714398111,0.022,1.0,0.999,1.0
-1,L-serine metabolic process,,0,0.004,0.32325,0.782,0.9583052714398111,1.0,1.0,1.0,1.0
-1,purine ribonucleotide transport,,0,0.185,1.0,0.708,0.9583052714398111,1.0,1.0,1.0,1.0
-1,intracellular lipid transport,,0,0.009,1.0,0.763,0.9583052714398111,1.0,1.0,1.0,1.0
-1,negative regulation of proteolysis,,0,0.016,0.9851428571428572,0.891,0.9583052714398111,1.0,1.0,1.0,1.0
