Domain ID,Annotation,Matched Members,Matched Count,Raw Enrichment P-value,Raw Enrichment Q-value,Raw Depletion P-value,Raw Depletion Q-value,Domain Enrichment P-value,Domain Enrichment Q-value,Domain Depletion P-value,Domain Depletion Q-value
11,cristae formation,ATP14;ATP20;MIC10;MIC19;MIC26;MIC27;MIC60;TIM11,8,0.001,0.07605882352941176,0.864,0.9583052714398111,0.001,0.07605882352941176,1.0,1.0
-1,"regulation of cytokinesis, actomyosin contractile ring assembly",,0,0.011,0.7688108108108108,0.868,0.9583052714398111,1.0,1.0,1.0,1.0
-1,monosaccharide transmembrane transport,,0,0.004,0.36942857142857144,0.845,0.9583052714398111,1.0,1.0,1.0,1.0
-1,carbon catabolite regulation of transcription,,0,0.001,0.21550000000000002,0.635,0.9583052714398111,1.0,1.0,1.0,1.0
-1,protein localization to cell cortex,,0,0.002,1.0,0.853,0.9583052714398111,1.0,1.0,1.0,1.0
-1,"vesicle targeting, to, from or within Golgi",,0,1.0,1.0,0.904,0.9583052714398111,1.0,1.0,1.0,1.0
43,actin nucleation,ABP1;ARC15;ARC18;ARC19;ARC35;ARC40;ARP2;ARP3;BBC1;BNI1;BUD6;BZZ1;HOF1;LAS17;LSB1;MYO3;MYO5;PAN1;PIN3;SLA1;SLA2;VRP1,22,0.001,0.07183333333333333,0.677,0.9583052714398111,0.001,0.07183333333333333,1.0,1.0
-1,sulfur compound transport,,0,0.002,1.0,0.865,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of membrane lipid distribution,,0,0.001,0.161625,0.755,0.9583052714398111,1.0,1.0,1.0,1.0
-1,spindle pole body organization,,0,0.014,1.0,0.597,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of transcription by glucose,,0,0.015,0.554142857142857,0.831,0.9583052714398111,1.0,1.0,1.0,1.0
14,proteasome assembly,ADD66;BLM10;ECM29;HSC82;HSM3;HSP82;IRC25;NAS2;NAS6;NOB1;PBA1;PNO1;POC4;PRE2;PRE4;PRE9;RPN10;RPN11;RPN14;RPN2;RPN6;RPN9;RPT1;RPT2;RPT3;RPT4;RPT5;RPT6;SEM1;SLT2;UMP1,31,0.001,0.06805263157894736,0.561,0.9583052714398111,0.001,0.06805263157894736,1.0,1.0
-1,protein kinase A signaling,,0,0.001,1.0,0.918,0.9583052714398111,1.0,1.0,1.0,1.0
-1,DNA double-strand break processing,,0,0.003,0.6465,0.828,0.9583052714398111,1.0,1.0,1.0,1.0
-1,rRNA 5'-end processing,,0,0.001,0.03402631578947368,0.535,0.9583052714398111,1.0,1.0,1.0,1.0
-1,folic acid-containing compound metabolic process,,0,0.055,1.0,0.805,0.9583052714398111,1.0,1.0,1.0,1.0
-1,protein histidyl modification to diphthamide,,0,0.006,1.0,0.905,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of lipid biosynthetic process,,0,0.01,0.8004285714285714,0.698,0.9583052714398111,1.0,1.0,1.0,1.0
-1,response to amino acid,,0,0.004,1.0,0.906,0.9583052714398111,1.0,1.0,1.0,1.0
-1,nitrogen catabolite regulation of transcription from RNA polymerase II promoter,,0,1.0,1.0,0.849,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of DNA damage checkpoint,,0,0.072,1.0,0.886,0.9583052714398111,1.0,1.0,1.0,1.0
-1,positive regulation of DNA-templated DNA replication initiation,,0,1.0,1.0,0.909,0.9583052714398111,1.0,1.0,1.0,1.0
36,carbon catabolite activation of transcription from RNA polymerase II promoter,ADR1;CAT8;CST6;ERT1;HAP5;RDS2;SNF5;SSN2;SSN3;STB3;SWI1;SWI3,12,0.003,0.43100000000000005,0.795,0.9583052714398111,0.003,0.43100000000000005,1.0,1.0
52,regulation of vesicle fusion,HRR25;SEC1;SEC6;SLY1;VPS45,5,0.009,1.0,0.895,0.9583052714398111,0.009,1.0,1.0,1.0
-1,regulation of sister chromatid segregation,,0,0.002,0.18471428571428572,0.521,0.9583052714398111,1.0,1.0,1.0,1.0
-1,hydrogen peroxide metabolic process,,0,0.025,1.0,0.898,0.9583052714398111,1.0,1.0,1.0,1.0
-1,cellular response to organonitrogen compound,,0,0.005,1.0,0.777,0.9583052714398111,1.0,1.0,1.0,1.0
-1,fatty acid biosynthetic process,,0,0.01,0.6338235294117648,0.705,0.9583052714398111,1.0,1.0,1.0,1.0
-1,establishment of mitotic spindle localization,,0,0.015,1.0,0.818,0.9583052714398111,1.0,1.0,1.0,1.0
-1,positive regulation of protein ubiquitination,,0,0.002,0.8620000000000001,0.849,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of dephosphorylation,,0,0.001,0.32325,0.826,0.9583052714398111,1.0,1.0,1.0,1.0
-1,positive regulation of phosphorylation,,0,0.118,1.0,0.843,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of intracellular protein transport,,0,0.01,0.32325,0.791,0.9583052714398111,1.0,1.0,1.0,1.0
-1,translesion synthesis,,0,1.0,1.0,0.753,0.9583052714398111,1.0,1.0,1.0,1.0
-1,negative regulation of protein-containing complex assembly,,0,0.005,0.6465,0.76,0.9583052714398111,1.0,1.0,1.0,1.0
-1,ATP export,,0,1.0,1.0,0.755,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of G2/M transition of mitotic cell cycle,,0,0.002,0.36942857142857144,0.774,0.9583052714398111,1.0,1.0,1.0,1.0
-1,protein localization to phagophore assembly site,,0,0.181,1.0,0.661,0.9583052714398111,1.0,1.0,1.0,1.0
-1,tRNA re-export from nucleus,,0,0.044,1.0,0.91,0.9583052714398111,1.0,1.0,1.0,1.0
42,intracellular sphingolipid homeostasis,GNP1;VPS51;VPS52;VPS53;VPS54,5,0.017,1.0,0.902,0.9583052714398111,0.017,1.0,0.999,1.0
-1,DNA unwinding involved in DNA replication,,0,0.006,1.0,0.822,0.9583052714398111,1.0,1.0,1.0,1.0
-1,methionine metabolic process,,0,0.013,0.8404499999999999,0.638,0.9583052714398111,1.0,1.0,1.0,1.0
-1,"nuclear-transcribed mRNA catabolic process, exonucleolytic",,0,0.001,0.03402631578947368,0.688,0.9583052714398111,1.0,1.0,1.0,1.0
45,regulation of G1/S transition of mitotic cell cycle,ASH1;BRE1;CCR4;CDC25;CLN1;CYS4;GID8;RAD6;RAD9;RIE1;SDA1;WHI3;WHI5;XRN1,14,0.008,0.7640454545454545,0.762,0.9583052714398111,0.038,1.0,0.994,1.0
-1,glucose transmembrane transport,,0,0.004,0.36942857142857144,0.845,0.9583052714398111,1.0,1.0,1.0,1.0
-1,nitrogen catabolite regulation of transcription,,0,1.0,1.0,0.849,0.9583052714398111,1.0,1.0,1.0,1.0
8,protein N-linked glycosylation via asparagine,KRE5;OST1;OST3;OST6;STT3;WBP1,6,0.001,0.044586206896551725,0.891,0.9583052714398111,0.001,0.044586206896551725,0.996,1.0
69,ribonucleoprotein complex localization,GLE2;NOG2;NUP100;PPH22;REA1,5,0.001,0.14366666666666666,0.919,0.9583052714398111,0.001,0.14366666666666666,1.0,1.0
-1,very long-chain fatty acid metabolic process,,0,0.006,1.0,0.905,0.9583052714398111,1.0,1.0,1.0,1.0
-1,negative regulation of meiotic cell cycle,,0,0.008,0.7640454545454545,0.76,0.9583052714398111,1.0,1.0,1.0,1.0
-1,response to metal ion,,0,0.018,0.7688108108108108,0.761,0.9583052714398111,1.0,1.0,1.0,1.0
-1,response to monosaccharide,,0,0.001,0.43100000000000005,0.846,0.9583052714398111,1.0,1.0,1.0,1.0
-1,adenylate cyclase-modulating G protein-coupled receptor signaling pathway,,0,0.001,0.9403636363636364,0.892,0.9583052714398111,1.0,1.0,1.0,1.0
-1,organic hydroxy compound transport,,0,0.017,1.0,0.596,0.9583052714398111,1.0,1.0,1.0,1.0
-1,positive regulation of response to extracellular stimulus,,0,0.006,1.0,0.823,0.9583052714398111,1.0,1.0,1.0,1.0
-1,neutral amino acid transport,,0,0.015,1.0,0.809,0.9583052714398111,1.0,1.0,1.0,1.0
-1,TORC1 signaling,,0,0.01,1.0,0.657,0.9583052714398111,1.0,1.0,1.0,1.0
3,rRNA export from nucleus,RNA1;RPS0A;RPS0B;RPS10A;RPS10B;RPS15;RPS18A;RPS18B;RPS19A;RPS19B;RPS2;RPS26A;RPS26B;RPS28A;RPS28B;RPS3;RPS5;SRM1,18,0.001,0.11754545454545455,0.757,0.9583052714398111,0.001,0.11754545454545455,1.0,1.0
-1,acylglycerol metabolic process,,0,1.0,1.0,0.787,0.9583052714398111,1.0,1.0,1.0,1.0
-1,protein modification by small protein removal,,0,0.01,1.0,0.589,0.9583052714398111,1.0,1.0,1.0,1.0
-1,chaperone cofactor-dependent protein refolding,,0,0.001,0.039181818181818186,0.768,0.9583052714398111,1.0,1.0,1.0,1.0
-1,tRNA export from nucleus,,0,0.001,0.07183333333333333,0.673,0.9583052714398111,1.0,1.0,1.0,1.0
48,anaphase-promoting complex-dependent catabolic process,APC1;APC11;APC2;APC4;APC5;CDC16;CDC23;CDC26;CDC27;CDH1;DOC1;MND2,12,0.001,0.10775000000000001,0.802,0.9583052714398111,0.001,0.10775000000000001,1.0,1.0
-1,nucleosome organization,,0,0.001,0.18471428571428572,0.516,0.9583052714398111,1.0,1.0,1.0,1.0
-1,DNA replication-dependent chromatin assembly,,0,0.002,1.0,0.909,0.9583052714398111,1.0,1.0,1.0,1.0
-1,establishment of protein localization to plasma membrane,,0,0.005,1.0,0.795,0.9583052714398111,1.0,1.0,1.0,1.0
-1,Golgi organization,,0,0.001,0.10775000000000001,0.582,0.9583052714398111,1.0,1.0,1.0,1.0
-1,chromosome condensation,,0,0.008,0.7924838709677419,0.728,0.9583052714398111,1.0,1.0,1.0,1.0
-1,cellular metabolic compound salvage,,0,0.006,0.7388571428571429,0.65,0.9583052714398111,1.0,1.0,1.0,1.0
-1,negative regulation of DNA replication,,0,0.008,1.0,0.773,0.9583052714398111,1.0,1.0,1.0,1.0
-1,glycosyl compound metabolic process,,0,0.007,0.8004285714285714,0.725,0.9583052714398111,1.0,1.0,1.0,1.0
51,vacuolar protein processing,ATG15;ATG18;ENV11;ENV9;SND2;VPS41,6,0.01,1.0,0.871,0.9583052714398111,0.01,1.0,0.995,1.0
-1,cellular response to nitrogen compound,,0,0.005,0.8004285714285714,0.746,0.9583052714398111,1.0,1.0,1.0,1.0
-1,positive regulation of nuclear division,,0,0.001,0.10775000000000001,0.813,0.9583052714398111,1.0,1.0,1.0,1.0
29,snRNA 3'-end processing,LRP1;MTR3;MTR4;NAB3;NRD1;PAP2;REX3;RRP4;RRP40;RRP42;RRP43;RRP45;RRP46;RRP6;SKI6;TRF5;USB1,17,0.001,0.03402631578947368,0.723,0.9583052714398111,0.001,0.03402631578947368,0.988,1.0
-1,positive regulation of mitochondrion organization,,0,0.002,1.0,0.892,0.9583052714398111,1.0,1.0,1.0,1.0
-1,leucine metabolic process,,0,0.004,0.6465,0.88,0.9583052714398111,1.0,1.0,1.0,1.0
-1,glucan catabolic process,,0,1.0,1.0,0.843,0.9583052714398111,1.0,1.0,1.0,1.0
48,positive regulation of cell cycle phase transition,APC11;APC5;CCR4;CDC16;CDC23;CDC25;CDC55;CDH1;CLN1;CYS4;FIN1;GID8;GLC7;IGO1;IGO2;LTE1;MIH1;MND2;NUD1;PPH3;PSY2;PSY4;RIM15;SDA1;WHI3;WHI5;XRN1;ZDS1;ZDS2,29,0.001,0.10775000000000001,0.583,0.9583052714398111,0.001,0.10775000000000001,1.0,1.0
-1,regulation of actin nucleation,,0,0.052,1.0,0.774,0.9583052714398111,1.0,1.0,1.0,1.0
-1,phosphatidylglycerol metabolic process,,0,1.0,1.0,0.879,0.9583052714398111,1.0,1.0,1.0,1.0
-1,cell morphogenesis,,0,0.009,0.7640454545454545,0.675,0.9583052714398111,1.0,1.0,1.0,1.0
63,pyrimidine nucleobase biosynthetic process,CPA1;CPA2;URA1;URA10;URA2;URA4;URA5;URA6;URA7,9,0.013,1.0,0.841,0.9583052714398111,0.041,1.0,0.999,1.0
-1,regulation of microtubule polymerization or depolymerization,,0,0.008,0.6896,0.74,0.9583052714398111,1.0,1.0,1.0,1.0
-1,negative regulation of DNA metabolic process,,0,0.008,0.8620000000000001,0.571,0.9583052714398111,1.0,1.0,1.0,1.0
-1,hexose catabolic process,,0,1.0,1.0,0.907,0.9583052714398111,1.0,1.0,1.0,1.0
-1,pyrimidine-containing compound metabolic process,,0,0.015,1.0,0.65,0.9583052714398111,1.0,1.0,1.0,1.0
-1,"retrograde protein transport, ER to cytosol",,0,0.008,1.0,0.85,0.9583052714398111,1.0,1.0,1.0,1.0
-1,septin cytoskeleton organization,,0,0.014,0.7696428571428572,0.545,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of protein polymerization,,0,0.001,0.07183333333333333,0.578,0.9583052714398111,1.0,1.0,1.0,1.0
-1,glutathione metabolic process,,0,1.0,1.0,0.82,0.9583052714398111,1.0,1.0,1.0,1.0
29,nuclear polyadenylation-dependent ncRNA catabolic process,AIR1;AIR2;CSL4;DIS3;LRP1;MPP6;MTR3;MTR4;PAP2;RAI1;RAT1;RRP4;RRP40;RRP42;RRP43;RRP45;RRP46;RRP6;SKI6;TRF5,20,0.001,0.03402631578947368,0.695,0.9583052714398111,0.001,0.03402631578947368,0.985,1.0
43,establishment of mitochondrion localization,AIM21;ARC18;ARP2;JSN1;MDM10,5,0.001,0.07183333333333333,0.913,0.9583052714398111,0.001,0.07183333333333333,1.0,1.0
-1,hyperosmotic response,,0,0.078,1.0,0.815,0.9583052714398111,1.0,1.0,1.0,1.0
-1,"nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",,0,0.001,0.03402631578947368,0.507,0.9583052714398111,1.0,1.0,1.0,1.0
40,tricarboxylic acid cycle,ACO1;ACO2;CIT1;CIT2;FUM1;ICL1;IDH1;IDH2;IDP1;KGD1;KGD2;LSC1;LSC2;LYS12;MDH1;MDH2;MDH3;MLS1;SDH1;SDH2;SDH4;SDH5;SDH9,23,0.001,0.09946153846153846,0.648,0.9583052714398111,0.001,0.09946153846153846,1.0,1.0
-1,vesicle budding from membrane,,0,0.014,1.0,0.66,0.9583052714398111,1.0,1.0,1.0,1.0
-1,spliceosomal complex disassembly,,0,0.002,1.0,0.913,0.9583052714398111,1.0,1.0,1.0,1.0
-1,intracellular manganese ion homeostasis,,0,0.001,0.10775000000000001,0.897,0.9583052714398111,1.0,1.0,1.0,1.0
-1,mitotic spindle elongation,,0,0.006,0.6896,0.717,0.9583052714398111,1.0,1.0,1.0,1.0
-1,CDP-diacylglycerol biosynthetic process,,0,1.0,1.0,0.897,0.9583052714398111,1.0,1.0,1.0,1.0
-1,mitotic intra-S DNA damage checkpoint signaling,,0,0.001,0.5324117647058824,0.889,0.9583052714398111,1.0,1.0,1.0,1.0
-1,nucleobase biosynthetic process,,0,0.011,0.8889374999999999,0.685,0.9583052714398111,1.0,1.0,1.0,1.0
-1,apoptotic process,,0,0.001,0.04973076923076923,0.601,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of TOR signaling,,0,0.012,1.0,0.645,0.9583052714398111,1.0,1.0,1.0,1.0
-1,DNA replication checkpoint signaling,,0,0.003,0.5324117647058824,0.812,0.9583052714398111,1.0,1.0,1.0,1.0
-1,ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,,0,1.0,1.0,0.674,0.9583052714398111,1.0,1.0,1.0,1.0
-1,intracellular zinc ion homeostasis,,0,1.0,1.0,0.895,0.9583052714398111,1.0,1.0,1.0,1.0
-1,cellular response to heat,,0,0.001,0.07183333333333333,0.648,0.9583052714398111,1.0,1.0,1.0,1.0
-1,(1->3)-beta-D-glucan biosynthetic process,,0,0.002,0.6465,0.863,0.9583052714398111,1.0,1.0,1.0,1.0
-1,acetyl-CoA metabolic process,,0,0.001,0.09946153846153846,0.845,0.9583052714398111,1.0,1.0,1.0,1.0
-1,establishment of protein localization to endoplasmic reticulum,,0,0.001,0.039181818181818186,0.497,0.9583052714398111,1.0,1.0,1.0,1.0
-1,positive regulation of TORC1 signaling,,0,0.001,0.14366666666666666,0.86,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulatory ncRNA 3'-end processing,,0,0.001,0.03402631578947368,0.585,0.9583052714398111,1.0,1.0,1.0,1.0
57,second-messenger-mediated signaling,CMP2;CNA1;CNB1;CSG2;DPL1;LCB4;LCB5;PDE2;PHO80;PHO85;RCN1;SRV2,12,0.001,0.053875000000000006,0.821,0.9583052714398111,0.001,0.053875000000000006,1.0,1.0
11,mitochondrial respiratory chain complex III assembly,CBP3;CBP6;COI1;FMP25;MZM1;QCR7;QCR9,7,0.001,0.07605882352941176,0.887,0.9583052714398111,0.001,0.07605882352941176,1.0,1.0
-1,positive regulation of meiotic cell cycle,,0,0.005,1.0,0.89,0.9583052714398111,1.0,1.0,1.0,1.0
-1,protein transport to vacuole involved in ubiquitin-dependent protein catabolic process via the multivesicular body sorting pathway,,0,1.0,1.0,0.736,0.9583052714398111,1.0,1.0,1.0,1.0
-1,glutamine family amino acid biosynthetic process,,0,0.013,0.8404499999999999,0.681,0.9583052714398111,1.0,1.0,1.0,1.0
-1,mannosylation,,0,0.001,0.044586206896551725,0.765,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of protein phosphorylation,,0,0.008,0.7640454545454545,0.7,0.9583052714398111,1.0,1.0,1.0,1.0
-1,copper ion import,,0,1.0,1.0,0.908,0.9583052714398111,1.0,1.0,1.0,1.0
-1,cell adhesion,,0,0.003,0.96975,0.846,0.9583052714398111,1.0,1.0,1.0,1.0
-1,glycosyl compound biosynthetic process,,0,0.004,1.0,0.83,0.9583052714398111,1.0,1.0,1.0,1.0
-1,division septum assembly,,0,0.004,0.7688108108108108,0.707,0.9583052714398111,1.0,1.0,1.0,1.0
-1,vesicle tethering involved in exocytosis,,0,1.0,1.0,0.831,0.9583052714398111,1.0,1.0,1.0,1.0
-1,transcriptional start site selection at RNA polymerase II promoter,,0,0.004,0.19892307692307692,0.827,0.9583052714398111,1.0,1.0,1.0,1.0
-1,positive regulation of transcription initiation by RNA polymerase II,,0,0.001,0.06805263157894736,0.765,0.9583052714398111,1.0,1.0,1.0,1.0
-1,fungal-type cell wall polysaccharide biosynthetic process,,0,0.004,0.8620000000000001,0.822,0.9583052714398111,1.0,1.0,1.0,1.0
-1,protein-RNA complex disassembly,,0,0.005,1.0,0.843,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of mating type switching,,0,0.001,0.8620000000000001,0.901,0.9583052714398111,1.0,1.0,1.0,1.0
-1,polyol biosynthetic process,,0,0.007,0.4701818181818182,0.79,0.9583052714398111,1.0,1.0,1.0,1.0
-1,plasmid maintenance,,0,0.002,0.6465,0.876,0.9583052714398111,1.0,1.0,1.0,1.0
-1,meiotic cell cycle checkpoint signaling,,0,0.002,0.43100000000000005,0.887,0.9583052714398111,1.0,1.0,1.0,1.0
-1,positive regulation of transcription elongation by RNA polymerase II,,0,0.001,0.11754545454545455,0.493,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of mitochondrial gene expression,,0,0.014,1.0,0.861,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of heterochromatin organization,,0,0.005,0.7640454545454545,0.741,0.9583052714398111,1.0,1.0,1.0,1.0
-1,vacuole inheritance,,0,0.01,1.0,0.719,0.9583052714398111,1.0,1.0,1.0,1.0
-1,metallo-sulfur cluster assembly,,0,1.0,1.0,0.679,0.9583052714398111,1.0,1.0,1.0,1.0
-1,polysaccharide biosynthetic process,,0,0.001,0.053875000000000006,0.512,0.9583052714398111,1.0,1.0,1.0,1.0
-1,protein O-linked mannosylation,,0,0.001,0.044586206896551725,0.86,0.9583052714398111,1.0,1.0,1.0,1.0
57,purine ribonucleoside monophosphate biosynthetic process,AAH1;ADE12;ADE13;ADE16;ADE17;ADE2;ADE4;ADE57;ADE6;ADE8;ADO1;AMD1;APT1;APT2;GUA1;HPT1;IMD2;IMD3;IMD4;XPT1,20,0.008,0.6124736842105263,0.7,0.9583052714398111,0.018,0.6124736842105263,1.0,1.0
-1,positive regulation of filamentous growth of a population of unicellular organisms,,0,0.004,0.7640454545454545,0.724,0.9583052714398111,1.0,1.0,1.0,1.0
34,purine ribonucleoside diphosphate metabolic process,ADK1;ADK2;CDC19;EMI2;ENO1;ENO2;FBA1;GLK1;GPM1;GPM2;HXK1;HXK2;PDA1;PDB1;PFK1;PFK2;PFK27;PGI1;PGK1;PYK2;TDH1;TDH2;TDH3;TPI1,24,0.001,0.039181818181818186,0.649,0.9583052714398111,0.001,0.039181818181818186,1.0,1.0
-1,positive regulation of protein localization,,0,0.009,0.9293437499999999,0.753,0.9583052714398111,1.0,1.0,1.0,1.0
-1,cellular response to water stimulus,,0,1.0,1.0,0.892,0.9583052714398111,1.0,1.0,1.0,1.0
-1,negative regulation of phosphate metabolic process,,0,0.001,0.053875000000000006,0.787,0.9583052714398111,1.0,1.0,1.0,1.0
-1,establishment of mitotic sister chromatid cohesion,,0,0.013,0.9293437499999999,0.781,0.9583052714398111,1.0,1.0,1.0,1.0
-1,peroxisome fission,,0,0.078,1.0,0.871,0.9583052714398111,1.0,1.0,1.0,1.0
37,ribophagy,ATG11;BRE5;CDC48;DOA1;PRO1;UBP3;VAC8,7,0.001,0.6465,0.878,0.9583052714398111,0.001,0.6465,1.0,1.0
-1,regulation of rRNA processing,,0,0.002,0.11754545454545455,0.931,0.9583052714398111,1.0,1.0,1.0,1.0
-1,RNA polymerase II preinitiation complex assembly,,0,0.001,0.06805263157894736,0.503,0.9583052714398111,1.0,1.0,1.0,1.0
-1,exocyst localization,,0,0.001,0.21550000000000002,0.868,0.9583052714398111,1.0,1.0,1.0,1.0
-1,protein autoubiquitination,,0,0.001,0.43100000000000005,0.824,0.9583052714398111,1.0,1.0,1.0,1.0
-1,purine nucleoside bisphosphate metabolic process,,0,0.009,0.7388571428571429,0.619,0.9583052714398111,1.0,1.0,1.0,1.0
40,L-serine biosynthetic process,LPD1;PYP1;SER1;SER2;SER3;SER33,6,0.034,1.0,0.884,0.9583052714398111,0.034,1.0,0.996,1.0
-1,oligopeptide transport,,0,1.0,1.0,0.882,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of spindle organization,,0,1.0,1.0,0.89,0.9583052714398111,1.0,1.0,1.0,1.0
-1,cellular hyperosmotic response,,0,0.052,1.0,0.887,0.9583052714398111,1.0,1.0,1.0,1.0
64,response to arsenic-containing substance,CUZ1;GET3;MET30;MET4;TIM18,5,0.026,1.0,0.905,0.9583052714398111,0.026,1.0,1.0,1.0
46,protein localization to nuclear inner membrane,NUP100;NUP145;NUP157;NUP170;NUP2;NUP57,6,0.001,0.07183333333333333,0.9,0.9583052714398111,0.001,0.07183333333333333,1.0,1.0
-1,iron ion transmembrane transport,,0,0.003,0.6896,0.879,0.9583052714398111,1.0,1.0,1.0,1.0
-1,protein desumoylation,,0,0.001,1.0,0.891,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of transcription initiation by RNA polymerase II,,0,0.001,0.06805263157894736,0.669,0.9583052714398111,1.0,1.0,1.0,1.0
54,regulation of rDNA heterochromatin formation,CTI6;DEP1;ESS1;PHO23;RPD3;RXT2;SAP30;SDS3;SIN3,9,0.005,0.7640454545454545,0.867,0.9583052714398111,0.01,1.0,0.99,1.0
-1,proton-transporting two-sector ATPase complex assembly,,0,0.008,0.4925714285714286,0.81,0.9583052714398111,1.0,1.0,1.0,1.0
-1,porphyrin-containing compound biosynthetic process,,0,1.0,1.0,0.865,0.9583052714398111,1.0,1.0,1.0,1.0
8,"post-translational protein targeting to membrane, translocation",FRT1;KAR2;LHS1;SBH2;SEC61;SEC62;SEC63;SEC66;SEC72;SPC2;SSH1;STE24,12,0.001,0.044586206896551725,0.814,0.9583052714398111,0.001,0.044586206896551725,0.991,1.0
-1,alpha-amino acid catabolic process,,0,0.001,0.09946153846153846,0.559,0.9583052714398111,1.0,1.0,1.0,1.0
-1,NAD biosynthetic process,,0,0.005,0.8004285714285714,0.854,0.9583052714398111,1.0,1.0,1.0,1.0
-1,tRNA gene clustering,,0,1.0,1.0,0.909,0.9583052714398111,1.0,1.0,1.0,1.0
-1,G1/S transition of mitotic cell cycle,,0,0.015,0.8288461538461539,0.532,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of telomere maintenance,,0,0.002,0.8620000000000001,0.822,0.9583052714398111,1.0,1.0,1.0,1.0
-1,transcription elongation by RNA polymerase I,,0,0.001,0.07605882352941176,0.773,0.9583052714398111,1.0,1.0,1.0,1.0
-1,double-strand break repair via synthesis-dependent strand annealing,,0,1.0,1.0,0.821,0.9583052714398111,1.0,1.0,1.0,1.0
-1,COPII-coated vesicle cargo loading,,0,1.0,1.0,0.902,0.9583052714398111,1.0,1.0,1.0,1.0
43,actin cortical patch assembly,ABP1;AIM3;AKL1;ARK1;END3;ENT1;ENT2;GID12;LDB17;PAN1;PRK1;SLA1;SLA2;SYP1,14,0.001,0.07183333333333333,0.763,0.9583052714398111,0.001,0.07183333333333333,1.0,1.0
-1,fatty acid transport,,0,0.004,0.7388571428571429,0.912,0.9583052714398111,1.0,1.0,1.0,1.0
-1,DNA recombinase assembly,,0,1.0,1.0,0.904,0.9583052714398111,1.0,1.0,1.0,1.0
-1,protein maturation by iron-sulfur cluster transfer,,0,0.067,1.0,0.769,0.9583052714398111,1.0,1.0,1.0,1.0
-1,alditol phosphate metabolic process,,0,1.0,1.0,0.882,0.9583052714398111,1.0,1.0,1.0,1.0
-1,receptor metabolic process,,0,0.002,0.8620000000000001,0.852,0.9583052714398111,1.0,1.0,1.0,1.0
-1,cytochrome complex assembly,,0,0.001,0.07605882352941176,0.763,0.9583052714398111,1.0,1.0,1.0,1.0
-1,purine ribonucleoside metabolic process,,0,1.0,1.0,0.875,0.9583052714398111,1.0,1.0,1.0,1.0
46,protein localization to nuclear envelope,MLP1;NUP100;NUP145;NUP157;NUP170;NUP2;NUP57,7,0.001,0.07183333333333333,0.884,0.9583052714398111,0.001,0.07183333333333333,1.0,1.0
8,post-translational protein targeting to endoplasmic reticulum membrane,FRT1;GET3;GET4;KAR2;LHS1;MDY2;SBH2;SEC61;SEC62;SEC63;SEC66;SEC72;SGT2;SPC2;SSH1;STE24;YBR137W,17,0.001,0.044586206896551725,0.743,0.9583052714398111,0.001,0.044586206896551725,0.989,1.0
-1,"regulation of nuclear-transcribed mRNA catabolic process, deadenylation-dependent decay",,0,0.006,0.5541428571428572,0.903,0.9583052714398111,1.0,1.0,1.0,1.0
18,cellular response to reactive oxygen species,CCS1;CUP1-1;CUP1-2;DDR2;DRE2;MDL2;MRP1;RSM26;SOD1;SOD2;TRR1;TRR2,12,0.005,1.0,0.794,0.9583052714398111,0.005,1.0,1.0,1.0
36,regulation of ribosomal protein gene transcription by RNA polymerase II,GCN4;GCR1;GCR2;HMO1;HOT1;IFH1;SCH9;SFP1;SRB2,9,0.041,1.0,0.842,0.9583052714398111,0.041,1.0,0.999,1.0
-1,cell wall (1->3)-beta-D-glucan biosynthetic process,,0,0.001,0.6465,0.914,0.9583052714398111,1.0,1.0,1.0,1.0
-1,cytosolic ribosome assembly,,0,0.003,1.0,0.906,0.9583052714398111,1.0,1.0,1.0,1.0
-1,positive regulation of ribosomal protein gene transcription by RNA polymerase II,,0,1.0,1.0,0.891,0.9583052714398111,1.0,1.0,1.0,1.0
-1,sterol transport,,0,0.169,1.0,0.671,0.9583052714398111,1.0,1.0,1.0,1.0
-1,regulation of RNA splicing,,0,0.006,1.0,0.92,0.96511004784689,1.0,1.0,1.0,1.0
-1,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,,0,1.0,1.0,0.787,0.9583052714398111,1.0,1.0,1.0,1.0
